    0.601511     0.619015    -0.061439    -0.376923    -0.128959     0.487917     1.112755    -0.380534    -0.083509     1.021143     0.042945     0.501910    -1.835470     0.817537     0.228845     1.611075    -0.922165     0.670347    -0.837240     0.203830  1
   -2.015099    -1.108357    -0.261400    -2.182782    -1.893870    -1.003327    -1.023153    -1.556356    -1.116465    -1.670453    -2.478863    -1.004784    -0.642438    -2.243503    -1.929892    -1.109383    -2.219730    -1.546902    -1.301177    -1.797673  1
   -0.967724     0.422512     0.068452     0.024562     0.314504     1.782661    -0.242643     1.441446     0.070890     0.170492     1.996782    -0.167978     0.456967     0.410661     1.024837     1.350180    -0.296485    -0.495878     1.486632    -0.365567  1
    0.690153     0.059401     0.384366    -0.325481    -0.562066    -1.549347    -0.596658     0.796790    -1.202708    -0.584998     0.240647    -0.651575     0.824344    -0.994810    -0.019183     0.931728     0.596630     0.215031     0.023703    -2.275841  1
   -1.963475     0.324880     0.422697     0.210551    -1.888732     0.083882    -0.912111    -0.087883    -1.087776    -1.861628    -0.069212    -0.743447     0.540196    -1.520353    -1.157813    -0.966418     0.359445    -1.904660     0.126143     0.834101  1
   -0.730017    -2.003543     0.003199    -2.589934    -1.751877    -2.516108    -0.901717    -0.347628    -0.405163    -0.424037    -0.602275    -1.156870    -0.655119    -1.392376    -0.733343     0.087079    -0.733453    -1.258753    -1.237953    -0.408919  1
   -0.961456    -0.428137     0.197628    -0.468062    -0.121268     0.388958    -1.450249     1.577746    -2.381101    -1.877373    -0.837662    -1.370707     0.200998     0.877072    -1.108267     0.030556    -0.333731     0.351128     1.517858     1.769727  1
    0.125320     1.752781    -0.884115     1.057467     0.095104     1.055827    -1.462547     0.583915     0.338278    -0.614385    -0.870316     1.179828     0.349967    -1.029835    -1.606738     0.075435    -0.150626    -0.739347     0.843755    -2.310997  1
    0.296093     0.623749     1.798107     0.691822     1.268747     1.501718    -0.188005     1.036321     1.275206     1.190593     0.812924     1.114193     2.211874    -0.594540     0.795684     1.508416     0.172699     0.889141     1.263278     0.218476  1
    0.358588     0.665087     1.008194     1.250054     1.170650    -1.576089     0.372804     2.700365     0.928197     0.871267     0.853960    -0.036981     1.455388     0.497467     1.307748     0.757053     0.507174     1.232552     1.235582     0.537903  1
   -1.657026    -0.440889     0.520500     0.615603    -0.176706    -0.200337     0.308417     1.360134    -1.310019    -0.507466     0.163433     0.829818     0.550092     0.343915     0.262598    -1.364213    -0.790503    -1.477091     0.476449    -0.535517  1
    0.529646     0.348279     1.619258     0.260460     0.576821    -0.302752    -0.135828     0.220955     1.443755    -0.189661     0.266987     0.446566     1.085629     1.579311    -0.104171     0.170419     0.840523     0.901390    -0.285399    -0.676958  1
    0.674110    -1.508012    -0.050321    -0.068782     1.425672    -0.036441     0.950831     0.920380     1.977265    -0.137100     1.798477     0.229562     0.879398     0.853957     0.212880    -1.756052    -0.130883    -1.921832     0.545730     0.860359  1
   -0.697923     0.520857     1.721360     0.150807     1.238375     0.177567     0.678559    -0.107158     1.670233     0.997296     1.037576     1.699288     0.656671    -0.068234     0.812176    -0.411445    -0.368236     0.000823    -0.730123    -0.783131  1
