   -0.453299     0.085940    -0.175359    -1.189640    -1.163153    -0.522602    -0.904482     0.116889     0.152747    -0.391657     0.948347     1.652724    -1.011680     1.126298    -0.637735     0.597715    -1.564487     1.934659    -0.594192     0.705127  1
    0.682634    -0.079494    -0.770075    -0.588322     0.426620    -0.092923    -0.761325     0.276973     0.590616     0.501399    -0.008607     0.923957    -1.194184    -0.418998     0.922225     1.064105    -0.689307    -1.380403    -1.796638    -0.044873  1
   -0.625335     0.870371     1.097178     0.654051     1.501018    -0.074631     0.898858     1.876305     0.426317     0.513186     0.777709    -0.473175     1.280900     0.307062    -0.451223    -0.150903     0.334569     0.650176     1.083626     0.531052  1
   -1.416698    -1.616914    -2.276750    -0.584318    -1.391813    -0.377876    -1.858328    -0.881316    -1.733443    -3.071898    -1.800860    -1.841024    -1.631128    -0.803750    -1.725755     0.786301    -0.932909    -0.581264     0.835298    -0.733166  1
   -1.062637    -1.040433    -0.824786    -2.343138    -1.144953    -0.668382    -0.472486    -1.873589    -0.036123    -0.011807    -0.588080    -1.744122    -0.208218    -1.850252    -1.971939    -0.677066    -1.949100    -1.090629    -1.192479    -1.055648  1
   -1.283445     0.454124    -0.939787     0.686043    -0.978786     0.512463    -0.304515     0.146409     0.709031    -1.582023    -0.912255    -0.554802     0.710293    -0.813966     0.152548     1.089032    -0.269757    -0.082315     0.038324    -1.422693  1
   -0.837740     0.324722    -0.593882    -0.763868    -1.490769    -0.763402    -0.264566    -0.679106    -0.937860    -1.225005    -2.809334    -1.404401    -0.505109    -1.807220    -1.690100    -1.021578     0.685227     0.975608    -0.989264    -1.629461  1
    0.545927     1.655510     0.470357     1.067733    -0.379236     0.532811     0.117501     0.503128     1.183047     0.468110    -0.577555     0.037109    -0.081086     2.029087     1.598612    -0.239684     1.199226     0.606869    -0.904454    -0.012219  1
    1.255475     2.108326     1.814881     0.315565     1.556631     0.367395     1.581413     2.497237     1.220715     0.802288     2.166549     1.012826     1.594315     0.543377     2.187273     0.673970     0.903481     2.496494     1.773209     1.898606  1
    0.584141    -2.539664    -0.315015    -0.485511    -0.875221    -1.822207     0.365133    -1.886814     0.375531    -0.029400     0.368008    -0.911382    -0.433419     0.885831     0.358930    -0.314153    -2.091406    -1.116094    -0.648896    -0.181877  1
    0.134669     1.212835     0.878097     0.985887     2.631552    -0.801506     0.665029    -0.957414     0.628843    -0.004857     0.810806    -0.204442     1.566404     1.554660     1.463939     0.285141    -0.051089     0.516944    -1.099099     1.082561  1
   -1.940979    -1.836690    -1.449738     0.208545    -0.277586    -2.012744    -0.408946    -0.762697    -1.498646     0.168101    -2.385103    -1.404105    -1.490280    -2.740074    -0.478982    -1.287715    -2.205821     0.364194    -1.250205    -1.447590  1
